Word,Count pos,Count neg
adroitly,1.0,0.0
adulterous,0.42857142857142855,0.5714285714285714
adultsespecially,1.0,0.0
advanced,0.7377049180327869,0.26229508196721313
advantageous,1.0,0.0
adventurefirst,0.0,1.0
adventurous,0.8461538461538461,0.15384615384615385
adversely,1.0,0.0
advertised,0.3793103448275862,0.6206896551724138
advisable,1.0,0.0
aerial,0.5714285714285714,0.42857142857142855
aerodynamic,1.0,0.0
aeronautical,1.0,0.0
aesthetic,0.5625,0.4375
aesthetical,0.0,1.0
aesthetically,0.5,0.5
aetherial,0.0,1.0
affable,0.5,0.5
affected,0.6379310344827587,0.3620689655172414
affectingly,0.0,1.0
affectionately,0.3,0.7
affective,1.0,0.0
affirmative,0.2857142857142857,0.7142857142857143
affordable,1.0,0.0
afganistanbasic,1.0,0.0
afortunately,1.0,0.0
african,0.7388535031847133,0.2611464968152866
afteronly,0.0,1.0
afterward,0.47619047619047616,0.5238095238095238
again,0.5460809646856158,0.45391903531438416
againgive,0.0,1.0
aggravatingly,0.0,1.0
aggressive,0.5,0.5
aggressively,0.75,0.25
agian,0.0,1.0
agnostic,0.5,0.5
agonisingly,0.0,1.0
agonizingly,0.25,0.75
agreeable,0.6666666666666666,0.3333333333333333
agreeably,1.0,0.0
agricultural,0.0,1.0
ahead,0.5409836065573771,0.45901639344262296
aheadthere,0.0,1.0
aimlessly,0.25,0.75
airborne,0.0,1.0
aish,1.0,0.0
aislinggorgeously,1.0,0.0
akelly,0.0,1.0
alarmed,0.3333333333333333,0.6666666666666666
albanian,0.6666666666666666,0.3333333333333333
albiet,0.0,1.0
alchemical,1.0,0.0
alcoholic,0.44,0.56
alike,0.53125,0.46875
alikethat,1.0,0.0
alikethat,1.0,0.0
alive,0.45495495495495497,0.545045045045045
allegedly,0.5,0.5
allegorical,0.9,0.1
alleyway,0.5,0.5
allied,0.4,0.6
alllily,0.0,1.0
ally,0.375,0.625
almost,0.49917081260364843,0.5008291873963516
aloft,1.0,0.0
alone,0.47708333333333336,0.5229166666666667
alonedrive,0.0,1.0
alongside,0.3783783783783784,0.6216216216216216
already,0.4331306990881459,0.5668693009118541
also,0.627209267785534,0.37279073221446607
alternately,0.47058823529411764,0.5294117647058824
alternatively,0.4,0.6
altmanthat,0.0,1.0
altogether,0.40425531914893614,0.5957446808510638
altruistic,0.6666666666666666,0.3333333333333333
alway,1.0,0.0
always,0.6582278481012658,0.34177215189873417
amateurish,0.11702127659574468,0.8829787234042553
amateurishly,0.0,1.0
amatuerish,0.0,1.0
amazingly,0.49333333333333335,0.5066666666666667
amazonian,0.0,1.0
ambidexterous,1.0,0.0
ambigious,1.0,0.0
ambiguous,0.8,0.2
ambitious,0.5370370370370371,0.46296296296296297
amenable,0.0,1.0
amendsclumsily,1.0,0.0
amercian,0.0,1.0
americafinally,1.0,0.0
american,0.5181665735047513,0.48183342649524874
americian,1.0,0.0
amerterish,0.0,1.0
amiable,0.7272727272727273,0.2727272727272727
amicable,0.0,1.0
amicably,0.0,1.0
amish,0.0,1.0
amoral,0.375,0.625
amorous,0.6,0.4
amorphous,1.0,0.0
amrish,0.75,0.25
amusedly,0.0,1.0
amusingly,0.6363636363636364,0.36363636363636365
anachronistic,0.6,0.4
anaemic,0.0,1.0
anaesthetic,0.0,1.0
anal,0.07692307692307693,0.9230769230769231
analogous,1.0,0.0
analytical,0.6666666666666666,0.3333333333333333
anamorphic,0.5714285714285714,0.42857142857142855
anarchic,1.0,0.0
anatomical,0.3333333333333333,0.6666666666666666
anatomically,0.0,1.0
ancestral,0.0,1.0
ancillary,0.0,1.0
androgynous,1.0,0.0
anecdotic,1.0,0.0
anemic,0.0,1.0
anesthetic,0.5,0.5
anextremely,0.0,1.0
angered,0.5714285714285714,0.42857142857142855
angrily,0.4,0.6
angry,0.3782051282051282,0.6217948717948718
annoyingly,0.25,0.75
annual,0.45454545454545453,0.5454545454545454
annually,1.0,0.0
anomalous,1.0,0.0
anonymous,0.3125,0.6875
anonymously,1.0,0.0
anorectic,0.0,1.0
anotherwellromantic,1.0,0.0
antagonistic,1.0,0.0
antarctic,0.0,1.0
antecedently,1.0,0.0
antediluvian,1.0,0.0
anthropophagous,0.0,1.0
antic,1.0,0.0
anticipationespecially,0.0,1.0
anticlimactic,0.25,0.75
anticlimatic,0.0,1.0
antiquarian,0.0,1.0
antisemitic,0.0,1.0
antiseptic,1.0,0.0
antisocial,1.0,0.0
antitrust,0.0,1.0
anual,0.0,1.0
anually,1.0,0.0
anway,0.0,1.0
anxious,0.5555555555555556,0.4444444444444444
anxiously,0.0,1.0
anymore,0.4732824427480916,0.5267175572519084
anynomous,0.0,1.0
anyway,0.47854077253218885,0.5214592274678111
anywayhere,0.0,1.0
anywayoutrageous,0.0,1.0
anywhere,0.3656716417910448,0.6343283582089553
anywheremaybe,1.0,0.0
aparently,0.0,1.0
apart,0.45454545454545453,0.5454545454545454
apathetic,0.2857142857142857,0.7142857142857143
apathetically,0.0,1.0
apiece,0.0,1.0
apocalyptic,0.4482758620689655,0.5517241379310345
apollonian,1.0,0.0
apologetic,1.0,0.0
apologetically,0.0,1.0
apoplectic,1.0,0.0
appaerantly,0.0,1.0
appalingly,0.0,1.0
appalled,0.2,0.8
appallingly,0.0,1.0
apparantly,0.3333333333333333,0.6666666666666666
apparently,0.2899543378995434,0.7100456621004566
appealingly,0.5,0.5
appearently,1.0,0.0
appereantly,1.0,0.0
applicable,0.6666666666666666,0.3333333333333333
appreciable,0.6666666666666666,0.3333333333333333
appreciably,1.0,0.0
appreciative,0.8,0.2
apprehensive,1.0,0.0
approachable,1.0,0.0
appropriately,0.696969696969697,0.30303030303030304
approxamitly,0.0,1.0
approxiamtely,0.0,1.0
approximately,0.375,0.625
aptly,0.4166666666666667,0.5833333333333334
arabian,1.0,0.0
arbitrarily,0.25,0.75
arbitrary,0.25,0.75
archaeological,0.125,0.875
archetypical,1.0,0.0
architectural,1.0,0.0
archive,0.8181818181818182,0.18181818181818182
archly,1.0,0.0
arctic,0.25,0.75
arduous,0.5,0.5
argentinian,1.0,0.0
arguable,0.6666666666666666,0.3333333333333333
arguably,0.6363636363636364,0.36363636363636365
argumentative,1.0,0.0
aristocratic,0.5555555555555556,0.4444444444444444
aristotelian,1.0,0.0
arithmetic,0.0,1.0
arletty,1.0,0.0
arly,0.02702702702702703,0.972972972972973
armored,0.0,1.0
aromatic,0.0,1.0
arous,0.0,1.0
arrive,0.4523809523809524,0.5476190476190477
arrogant,0.53125,0.46875
arrogantly,1.0,0.0
arterial,1.0,0.0
artful,0.631578947368421,0.3684210526315789
artfully,0.14285714285714285,0.8571428571428571
arthritic,1.0,0.0
arthurian,1.0,0.0
artic,0.0,1.0
articulately,1.0,0.0
artificial,0.3142857142857143,0.6857142857142857
artificially,0.2222222222222222,0.7777777777777778
artistic,0.6,0.4
artistical,0.0,1.0
artistically,0.4666666666666667,0.5333333333333333
asian,0.2644628099173554,0.7355371900826446
aside,0.44,0.56
askedcinematically,1.0,0.0
assemble,0.5,0.5
assembly,0.8571428571428571,0.14285714285714285
assertive,0.6666666666666666,0.3333333333333333
assuredly,0.6666666666666666,0.3333333333333333
asthmatic,0.5,0.5
astonish,1.0,0.0
astonishingly,0.625,0.375
astoundingly,0.5714285714285714,0.42857142857142855
astoundlingly,0.0,1.0
astral,0.0,1.0
astronomical,1.0,0.0
astronomically,0.0,1.0
astutely,1.0,0.0
asynchronous,0.0,1.0
athanly,1.0,0.0
athenly,1.0,0.0
athletic,0.71875,0.28125
athletically,0.0,1.0
atlantic,0.3870967741935484,0.6129032258064516
atmoshpere,1.0,0.0
atmosphere,0.7122507122507122,0.28774928774928776
atmospherethere,1.0,0.0
atmospheric,0.6666666666666666,0.3333333333333333
atmospherically,0.0,1.0
atomic,0.1,0.9
atrocious,0.10843373493975904,0.891566265060241
atrociousgary,0.0,1.0
atrociously,0.0,1.0
attackswhere,0.0,1.0
attentive,0.5,0.5
attentively,1.0,0.0
attic,0.2,0.8
attractive,0.5135135135135135,0.4864864864864865
attractively,1.0,0.0
attributable,0.0,1.0
atually,1.0,0.0
atypical,0.5,0.5
atypically,1.0,0.0
audacious,0.42857142857142855,0.5714285714285714
audaciously,1.0,0.0
audible,0.2,0.8
audibly,0.6666666666666666,0.3333333333333333
aural,0.6,0.4
aurally,1.0,0.0
auspicious,0.0,1.0
auspiciously,0.0,1.0
austere,0.625,0.375
austinese,0.0,1.0
australian,0.5849056603773585,0.41509433962264153
austrialian,1.0,0.0
austrian,0.6842105263157895,0.3157894736842105
authentic,0.6438356164383562,0.3561643835616438
authentically,0.8,0.2
authorial,0.0,1.0
authoritarian,0.2857142857142857,0.7142857142857143
authoritative,0.0,1.0
authoritatively,0.0,1.0
autistic,0.2777777777777778,0.7222222222222222
autobiographical,0.5555555555555556,0.4444444444444444
autocratic,0.0,1.0
automatic,0.2,0.8
automatically,0.2647058823529412,0.7352941176470589
automotive,1.0,0.0
autonomous,0.0,1.0
available,0.6333333333333333,0.36666666666666664
avantegardistic,1.0,0.0
avaricious,1.0,0.0
avariciously,0.0,1.0
average,0.39502762430939226,0.6049723756906077
averagely,0.0,1.0
avian,1.0,0.0
avidly,0.6,0.4
avoidable,0.0,1.0
avowedly,1.0,0.0
aware,0.5303030303030303,0.4696969696969697
away,0.44971264367816094,0.5502873563218391
awefully,0.0,1.0
awesomely,0.5,0.5
awfully,0.3902439024390244,0.6097560975609756
awfulthere,0.0,1.0
awhilecillian,1.0,0.0
awhileespecially,0.0,1.0
awkwardly,0.18181818181818182,0.8181818181818182
axiomatic,0.0,1.0
aznable,1.0,0.0
babble,0.3333333333333333,0.6666666666666666
babyhere,0.0,1.0
back,0.48224945020420984,0.5177505497957902
bad,0.08687183482664589,0.9131281651733542
badly,0.13095238095238096,0.8690476190476191
bafflingly,1.0,0.0
baily,1.0,0.0
baiscally,1.0,0.0
balcan,0.5,0.5
balletic,1.0,0.0
ballistic,0.25,0.75
bally,0.5,0.5
bankable,0.4,0.6
bantereven,0.0,1.0
barbarically,1.0,0.0
barbarous,0.0,1.0
barely,0.2727272727272727,0.7272727272727273
basic,0.43157894736842106,0.5684210526315789
basically,0.37259615384615385,0.6274038461538461
basiclly,0.0,1.0
basingerclearly,1.0,0.0
batouch,1.0,0.0
bealeemotionally,1.0,0.0
bearable,0.19047619047619047,0.8095238095238095
beastly,0.5,0.5
beauteous,1.0,0.0
beautifully,0.8627450980392157,0.13725490196078433
beethoven,1.0,0.0
begrudgingly,0.0,1.0
behavioral,0.8,0.2
behaviorally,0.0,1.0
behaviornaturally,0.0,1.0
behavioural,0.0,1.0
belatedly,0.8,0.2
belgian,0.5,0.5
belieavablitly,1.0,0.0
believable,0.5639097744360902,0.43609022556390975
believablegiven,0.0,1.0
believably,0.7142857142857143,0.2857142857142857
believeable,1.0,0.0
belivable,1.0,0.0
belly,0.5555555555555556,0.4444444444444444
bemusedly,0.0,1.0
beneatheven,1.0,0.0
beneficial,0.6666666666666666,0.3333333333333333
benignly,1.0,0.0
berkely,1.0,0.0
best,0.6919049536850584,0.3080950463149416
bestespecially,1.0,0.0
betweensadly,1.0,0.0
beutifully,1.0,0.0
beven,0.0,1.0
beverly,0.36666666666666664,0.6333333333333333
bewilderedly,1.0,0.0
bewilderingly,0.0,1.0
bewitchingly,1.0,0.0
bible,0.12056737588652482,0.8794326241134752
biblical,0.6875,0.3125
biblically,1.0,0.0
big,0.5117493472584856,0.48825065274151436
bilateral,1.0,0.0
bilious,0.0,1.0
billy,0.6929577464788732,0.30704225352112674
biochemical,0.0,1.0
biographical,0.7,0.3
biographically,1.0,0.0
biological,0.6923076923076923,0.3076923076923077
biologically,0.5,0.5
bisexual,0.5,0.5
bitingly,0.0,1.0
bitterly,0.2,0.8
bizarrely,0.42857142857142855,0.5714285714285714
blachere,0.0,1.0
black,0.45210280373831774,0.5478971962616822
blakely,0.5,0.5
blandespecially,1.0,0.0
blandly,0.14285714285714285,0.8571428571428571
blaringly,0.0,1.0
blasphemous,0.18181818181818182,0.8181818181818182
blatantly,0.3684210526315789,0.631578947368421
blessedly,0.0,1.0
blindingly,1.0,0.0
blindly,0.46153846153846156,0.5384615384615384
blindthere,1.0,0.0
blissfully,0.0,1.0
blisteringly,0.0,1.0
blithely,0.6666666666666666,0.3333333333333333
bloodedly,1.0,0.0
bloodthere,1.0,0.0
bluntly,1.0,0.0
bodily,0.4444444444444444,0.5555555555555556
bogglingly,0.0,1.0
boisterous,1.0,0.0
boldly,0.7142857142857143,0.2857142857142857
bombastic,0.7777777777777778,0.2222222222222222
booksromantic,1.0,0.0
boringly,0.0,1.0
boringthere,0.0,1.0
boundlessly,1.0,0.0
boyhardly,0.0,1.0
brainlessly,0.0,1.0
brassiere,1.0,0.0
braveheartacceptable,1.0,0.0
bravely,0.6,0.4
brazenly,0.3333333333333333,0.6666666666666666
brazilian,0.75,0.25
breakunfortunately,1.0,0.0
breathable,0.0,1.0
breathtakingly,0.75,0.25
brightly,0.6666666666666666,0.3333333333333333
brilliantly,0.8879310344827587,0.11206896551724138
british,0.6272455089820359,0.3727544910179641
broad,0.42592592592592593,0.5740740740740741
broadly,0.75,0.25
brotherly,0.6666666666666666,0.3333333333333333
brothershilarious,0.0,1.0
bruisingly,0.0,1.0
brusquely,1.0,0.0
brutally,0.4166666666666667,0.5833333333333334
bubble,0.6,0.4
bubblingly,1.0,0.0
bubbly,0.6666666666666666,0.3333333333333333
budgetary,0.25,0.75
buildingthere,1.0,0.0
bulbous,0.0,1.0
bully,0.6756756756756757,0.32432432432432434
bumble,0.875,0.125
bumptious,1.0,0.0
bureaucratic,0.8,0.2
burly,0.75,0.25
busy,0.7252747252747253,0.27472527472527475
cadaverous,0.0,1.0
calamitous,1.0,0.0
calculatedly,0.0,1.0
calledcan,0.0,1.0
callous,0.8333333333333334,0.16666666666666666
calvetthere,1.0,0.0
cancan,1.0,0.0
cancerous,1.0,0.0
candidly,0.5,0.5
cannibalistic,0.14285714285714285,0.8571428571428571
canonical,0.0,1.0
cantankerous,1.0,0.0
capable,0.5227272727272727,0.4772727272727273
capably,0.6,0.4
capitalistic,0.3333333333333333,0.6666666666666666
caprican,1.0,0.0
capricious,1.0,0.0
captivatingly,1.0,0.0
carefully,0.7321428571428571,0.26785714285714285
carelessly,1.0,0.0
carly,0.0,1.0
carnivalistic,1.0,0.0
carnivorous,0.0,1.0
carrere,0.16666666666666666,0.8333333333333334
cashmere,1.0,0.0
castouch,0.0,1.0
casual,0.6875,0.3125
casually,0.4375,0.5625
catastrophic,0.3,0.7
categorical,1.0,0.0
categorically,1.0,0.0
cathartic,0.3333333333333333,0.6666666666666666
cathedral,0.3333333333333333,0.6666666666666666
catwomanly,1.0,0.0
causally,0.0,1.0
caustic,0.5,0.5
cautious,0.6,0.4
cautiously,0.6666666666666666,0.3333333333333333
cavernous,0.0,1.0
cellmysteriously,1.0,0.0
celtic,0.8333333333333334,0.16666666666666666
censorious,0.0,1.0
central,0.5906735751295337,0.40932642487046633
ceramic,0.0,1.0
cerebral,0.6785714285714286,0.32142857142857145
cerebrally,1.0,0.0
certain,0.510752688172043,0.489247311827957
certainly,0.5849802371541502,0.4150197628458498
certifiable,0.5,0.5
chandelere,1.0,0.0
chaotic,0.4,0.6
chappy,0.0,1.0
characteristic,0.5909090909090909,0.4090909090909091
characteristically,1.0,0.0
charactermuch,1.0,0.0
charactersbricklayersbeergeordieshappy,0.0,1.0
charactersspecially,1.0,0.0
charactersthere,0.0,1.0
characterthere,0.0,1.0
charismatic,0.7457627118644068,0.2542372881355932
charitable,0.0,1.0
charitably,1.0,0.0
charly,1.0,0.0
charmingly,0.7,0.3
chauvinistic,0.75,0.25
cheerfully,0.4,0.6
cheezily,0.0,1.0
chemically,0.0,1.0
chiastic,1.0,0.0
chic,0.18181818181818182,0.8181818181818182
childishly,0.0,1.0
childrenpredictable,1.0,0.0
chillingly,1.0,0.0
chilly,0.3333333333333333,0.6666666666666666
chinese,0.6018518518518519,0.39814814814814814
choppily,1.0,0.0
choppy,0.35714285714285715,0.6428571428571429
choral,1.0,0.0
choreographic,0.5,0.5
chromatic,1.0,0.0
chronically,0.0,1.0
chronological,0.7142857142857143,0.2857142857142857
chronologically,0.75,0.25
churlishly,0.0,1.0
churningly,1.0,0.0
cinemagraphic,1.0,0.0
cinematic,0.45454545454545453,0.5454545454545454
cinematically,1.0,0.0
cinematographic,0.5833333333333334,0.4166666666666667
cinematographical,1.0,0.0
cinematographically,1.0,0.0
civil,0.6744186046511628,0.32558139534883723
civilian,0.42857142857142855,0.5714285714285714
clandestinely,1.0,0.0
clangludicrous,1.0,0.0
classic,0.6951871657754011,0.3048128342245989
classical,0.6896551724137931,0.3103448275862069
classically,0.5,0.5
claustrophobically,1.0,0.0
cleanly,1.0,0.0
clear,0.4746666666666667,0.5253333333333333
clearlly,0.0,1.0
clearly,0.4676258992805755,0.5323741007194245
cleverly,0.85,0.15
climactic,0.46938775510204084,0.5306122448979592
climatic,0.5,0.5
clinical,0.7142857142857143,0.2857142857142857
clinically,0.0,1.0
close,0.5373891001267427,0.46261089987325726
closely,0.6129032258064516,0.3870967741935484
clumsily,0.26666666666666666,0.7333333333333333
clunkily,0.0,1.0
coachly,0.0,1.0
codeamerican,0.0,1.0
cohere,0.0,1.0
coherently,1.0,0.0
cohesively,0.0,1.0
coincidentally,0.5555555555555556,0.4444444444444444
coincidently,0.0,1.0
coldly,0.8333333333333334,0.16666666666666666
collectible,0.0,1.0
collectively,0.5,0.5
colombian,0.8333333333333334,0.16666666666666666
colorfully,1.0,0.0
colorlessly,0.0,1.0
colossally,0.0,1.0
combustible,1.0,0.0
comcastic,0.0,1.0
comedically,0.5,0.5
comely,0.5,0.5
comeunfortunately,0.0,1.0
comfortable,0.7142857142857143,0.2857142857142857
comfortably,0.75,0.25
comic,0.5693311582381729,0.43066884176182707
comical,0.4027777777777778,0.5972222222222222
comically,0.5555555555555556,0.4444444444444444
commendable,0.6153846153846154,0.38461538461538464
commendably,1.0,0.0
commercial,0.4725274725274725,0.5274725274725275
commercially,0.75,0.25
common,0.5526315789473685,0.4473684210526316
commonly,0.42857142857142855,0.5714285714285714
communicable,0.0,1.0
comparable,0.6666666666666666,0.3333333333333333
comparably,0.5,0.5
comparatively,0.5714285714285714,0.42857142857142855
compatible,0.5,0.5
compellingly,0.875,0.125
compellingparticularly,1.0,0.0
competently,0.3076923076923077,0.6923076923076923
competitive,0.45,0.55
complete,0.3755186721991701,0.6244813278008299
completely,0.35843373493975905,0.641566265060241
completly,0.0,1.0
complex,0.751219512195122,0.24878048780487805
composite,1.0,0.0
compositional,0.0,1.0
compositionally,1.0,0.0
comprehensible,0.5,0.5
comprehensively,0.0,1.0
compulsively,1.0,0.0
conceivable,0.25,0.75
conceivably,0.0,1.0
conceptual,0.75,0.25
conceptually,1.0,0.0
concerned,0.4260869565217391,0.5739130434782609
concious,0.0,1.0
conclusively,0.0,1.0
concretely,1.0,0.0
concurrently,1.0,0.0
condescendingly,1.0,0.0
conditionally,0.0,1.0
conelly,1.0,0.0
confidentially,1.0,0.0
confidently,0.8,0.2
confusingly,0.0,1.0
congressional,1.0,0.0
congruously,0.0,1.0
connelly,0.8888888888888888,0.1111111111111111
connely,0.5,0.5
connolly,0.95,0.05
conscientious,0.5,0.5
conscious,0.5789473684210527,0.42105263157894735
consciously,0.3,0.7
consecutive,0.5454545454545454,0.45454545454545453
consensual,0.0,1.0
consequently,0.42857142857142855,0.5714285714285714
conservative,0.3972602739726027,0.6027397260273972
conservatively,0.0,1.0
considerable,0.7027027027027027,0.2972972972972973
considerably,0.46153846153846156,0.5384615384615384
consistently,0.6153846153846154,0.38461538461538464
conspicuous,0.7,0.3
conspicuously,0.0,1.0
constable,0.2727272727272727,0.7272727272727273
constant,0.528,0.472
constantly,0.5686274509803921,0.43137254901960786
constitutional,1.0,0.0
constructively,1.0,0.0
consumingly,0.0,1.0
contactable,1.0,0.0
contagious,0.0,1.0
contemperaneous,0.0,1.0
contemporary,0.6666666666666666,0.3333333333333333
contemptible,0.4,0.6
contemptuous,1.0,0.0
contentious,0.0,1.0
continual,0.42857142857142855,0.5714285714285714
continually,0.4583333333333333,0.5416666666666666
continued,0.4222222222222222,0.5777777777777777
continuous,0.6111111111111112,0.3888888888888889
continuously,0.42857142857142855,0.5714285714285714
contractual,0.4,0.6
contractually,0.0,1.0
contradictorily,0.5,0.5
contrarily,1.0,0.0
contrary,0.5625,0.4375
controversial,0.4956521739130435,0.5043478260869565
controversially,1.0,0.0
conveniently,0.045454545454545456,0.9545454545454546
conventional,0.5094339622641509,0.49056603773584906
conventionally,0.3333333333333333,0.6666666666666666
conversely,0.6666666666666666,0.3333333333333333
convertible,0.16666666666666666,0.8333333333333334
convincingly,0.65,0.35
coolly,1.0,0.0
copious,0.2727272727272727,0.7272727272727273
copiously,1.0,0.0
coppy,0.0,1.0
coral,1.0,0.0
corporal,0.16666666666666666,0.8333333333333334
corporate,0.8181818181818182,0.18181818181818182
corral,0.5,0.5
correctly,0.4318181818181818,0.5681818181818182
corwardly,1.0,0.0
cosmetic,0.5,0.5
cosmetically,1.0,0.0
cosmological,1.0,0.0
costly,1.0,0.0
countlessly,1.0,0.0
countrymuch,0.0,1.0
courageous,0.6086956521739131,0.391304347826087
courageously,1.0,0.0
coursepredictable,0.0,1.0
courteous,0.0,1.0
covertly,0.5,0.5
cowardly,0.6206896551724138,0.3793103448275862
crappersonally,0.0,1.0
crappy,0.18461538461538463,0.8153846153846154
craptastic,0.0,1.0
crashingly,0.0,1.0
crassly,0.0,1.0
crazily,1.0,0.0
creative,0.49640287769784175,0.5035971223021583
creatively,0.75,0.25
creaturecertainly,1.0,0.0
credible,0.4166666666666667,0.5833333333333334
credibly,1.0,0.0
creditable,0.5,0.5
credulous,0.0,1.0
creepily,0.3333333333333333,0.6666666666666666
criminal,0.5957446808510638,0.40425531914893614
criminally,0.16666666666666666,0.8333333333333334
cringeable,0.0,1.0
crisisthere,0.0,1.0
critical,0.44285714285714284,0.5571428571428572
critically,0.6428571428571429,0.35714285714285715
crookedly,0.0,1.0
crouch,0.0,1.0
crucial,0.5757575757575758,0.42424242424242425
crucially,0.6666666666666666,0.3333333333333333
crucible,0.0,1.0
crudely,0.6666666666666666,0.3333333333333333
cruelly,1.0,0.0
crumble,0.0,1.0
cryogenically,0.0,1.0
cryptic,0.2857142857142857,0.7142857142857143
cuddly,0.6666666666666666,0.3333333333333333
culpable,1.0,0.0
cultic,0.0,1.0
cultural,0.5769230769230769,0.4230769230769231
culturally,0.3333333333333333,0.6666666666666666
cumulative,0.14285714285714285,0.8571428571428571
cumulatively,1.0,0.0
cunningly,0.75,0.25
curious,0.39344262295081966,0.6065573770491803
curiously,0.6666666666666666,0.3333333333333333
curly,0.47619047619047616,0.5238095238095238
curmudgeonly,1.0,0.0
current,0.5853658536585366,0.4146341463414634
currently,0.4523809523809524,0.5476190476190477
curvaceous,0.0,1.0
customary,0.5,0.5
cutely,0.0,1.0
cynical,0.4925373134328358,0.5074626865671642
cynically,0.2,0.8
dabble,1.0,0.0
daily,0.6551724137931034,0.3448275862068966
daintily,0.0,1.0
dalian,1.0,0.0
dalmatian,0.5,0.5
damagingly,0.0,1.0
damian,0.75,0.25
damningly,0.0,1.0
dangerous,0.6488095238095238,0.35119047619047616
dangerously,0.9545454545454546,0.045454545454545456
dangly,0.5,0.5
danireese,1.0,0.0
darian,0.0,1.0
daringly,0.75,0.25
dastardly,0.5384615384615384,0.46153846153846156
dayprobably,1.0,0.0
dazzlingly,1.0,0.0
dead,0.3621495327102804,0.6378504672897196
deadeningly,0.0,1.0
deadly,0.5447154471544715,0.45528455284552843
deadonly,1.0,0.0
dearly,1.0,0.0
deary,0.0,1.0
deathly,0.16666666666666666,0.8333333333333334
deathmatchonly,0.0,1.0
debatable,0.4,0.6
debatably,0.0,1.0
decal,0.0,1.0
deceivingly,1.0,0.0
decently,0.25,0.75
decentunfortunately,0.0,1.0
deceptively,0.6666666666666666,0.3333333333333333
decidedly,0.5714285714285714,0.42857142857142855
decorous,1.0,0.0
deere,1.0,0.0
defenselessly,0.0,1.0
defensible,0.0,1.0
defensively,0.0,1.0
defiantly,1.0,0.0
definable,0.0,1.0
definately,1.0,0.0
definatly,0.6666666666666666,0.3333333333333333
definetely,1.0,0.0
definetly,0.0,1.0
definitely,0.7202216066481995,0.27977839335180055
definitive,0.8421052631578947,0.15789473684210525
definitively,1.0,0.0
defintely,0.0,1.0
defintly,0.0,1.0
deftly,0.8181818181818182,0.18181818181818182
dejectedly,1.0,0.0
delectable,0.3333333333333333,0.6666666666666666
delectably,0.75,0.25
deliberately,0.5416666666666666,0.4583333333333333
delicately,0.8571428571428571,0.14285714285714285
delicious,0.8888888888888888,0.1111111111111111
deliciously,0.8125,0.1875
delighted,0.5666666666666667,0.43333333333333335
delightfully,0.9565217391304348,0.043478260869565216
delirious,0.9310344827586207,0.06896551724137931
deliriously,0.6666666666666666,0.3333333333333333
dementedly,0.0,1.0
demian,0.5,0.5
democratic,0.7142857142857143,0.2857142857142857
